63785223961,2,4061831.226,594723.501,56.97336572,10.0953551,7.907723161,0.335310116,291.796875,4.598807054,0.03,0.130899694
63785223972,1,4061619.402,594356.0329,54.99544306,5.412134264,5.8798878,0.758494648,222.296875,0.415227562,0.03,0.130899694
63785223983,2,4061814.956,594733.3609,57.05889509,11.06357967,8.768959334,0.367461822,808.09375,4.732007521,0.03,0.130899694
63785223989,1,4061633.293,594349.4691,55.21647898,5.733990866,5.584955142,0.411281005,236.8984375,0.522170215,0.03,0.130899694
63785224003,2,4061799.488,594740.7923,56.57986156,10.587229,6.141798798,0.407890888,288.09375,4.807999747,0.03,0.130899694
63785224010,1,4061647.2,594344.8937,55.31893516,4.697434402,5.07473347,0.448555255,250.8984375,0.639623552,0.03,0.130899694
63785224023,2,4061781.254,594745.8297,56.16998193,6.634000569,4.149028975,0.434045619,285.796875,4.883378165,0.03,0.130899694
63785224029,1,4061662.683,594342.0015,55.84831487,3.829833731,3.190560156,0.371844681,233,1.298782855,0.03,0.130899694
63785224041,2,4061764.772,594749.5808,56.37886921,2.863018487,3.498889267,0.333164571,284.6953125,4.985100406,0.03,0.130899694
63785224048,1,4061678.24,594339.9861,55.42965586,4.609528501,1.982113337,0.306500263,246.5976563,0.680382162,0.03,0.130899694
63785224061,2,4061747.081,594753.6048,55.95144409,2.40455887,2.254930318,0.343129759,285,5.130878227,0.03,0.130899694
63785224067,1,4061694.029,594340.0956,54.37215424,4.919794439,1.891623743,0.285644352,249.5,0.770675927,0.03,0.130899694
63785224081,2,4061729.696,594755.128,55.53059358,2.453056641,1.584358461,0.333901327,285.59375,5.222489493,0.03,0.130899694
63785224101,2,4061711.496,594755.57,56.06969204,2.82340199,2.273516844,0.315140239,296.296875,5.289317744,0.03,0.130899694
63785224118,1,4061735.726,594344.4249,54.63475921,2.468534649,2.002992044,0.389871585,258.3984375,0.971877842,0.03,0.130899694
63785224152,2,4061665.081,594751.484,55.18868924,3.382029739,3.859025666,0.291769104,295.5,5.57575764,0.03,0.130899694
63785224172,2,4061647.831,594746.4754,55.7229787,3.97277089,4.149660634,0.299933106,298.59375,5.659208673,0.03,0.130899694
63785224176,1,4061781.702,594356.9852,54.98402474,2.478836612,2.09235346,0.291161339,279.296875,1.222264081,0.03,0.130899694
63785224191,2,4061631.574,594741.1702,56.13656501,4.230759524,4.560811165,0.323204295,302.796875,5.796383398,0.03,0.130899694
63785224195,1,4061796.39,594362.9248,55.44552819,2.337276586,2.276123894,0.310466122,283.6953125,1.276668339,0.03,0.130899694
63785224211,2,4061614.75,594733.7322,55.33217999,4.00138555,4.83666295,0.342834886,306.8984375,5.865484732,0.03,0.130899694
63785224216,1,4061811.322,594362.3762,54.8750864,977.8400552,828.4865063,5.027953982,268.09375,1.345801859,0.03,0.130899694
63785224230,2,4061599.415,594725.718,55.74868319,3.455966142,4.201251008,0.334491233,311,5.932832497,0.03,0.130899694
63785224235,1,4061835.616,594412.2139,55.7447535,215.2300568,554.7753237,2.7201892,288.3984375,1.327097207,0.03,0.130899694
63785224251,2,4061582.232,594714.8146,55.11001325,2.611335908,3.969698122,0.345675457,315.1953125,6.068811911,0.03,0.130899694
63785224254,1,4061835.373,594392.8035,53.85312666,3.892451287,6.946352865,0.355831836,281.8984375,1.370870381,0.03,0.130899694
63785224270,2,4061567.765,594705.8825,54.81313122,1.343972908,1.096604837,0.31721667,318.6953125,6.123688477,0.03,0.130899694
63785224273,1,4061848.413,594402.9418,54.15274157,2.910889468,2.685740338,0.277866632,276,1.393093377,0.03,0.130899694
63785224290,2,4061554.98,594693.4522,55.33836472,1.88294318,1.455838363,0.308535011,322.1953125,6.189390677,0.03,0.130899694
63785224294,1,4061860.988,594414.3481,54.36382239,2.314416075,2.777237074,0.329895431,279.09375,1.453398257,0.03,0.130899694
63785224309,2,4061544.268,594681.6645,55.62318058,2.486114039,2.160399598,0.29023224,325.8984375,0.063200427,0.03,0.130899694
63785224313,1,4061872.076,594426.8987,54.19613558,2.097783558,3.438682567,0.324679885,282.296875,1.567003518,0.03,0.130899694
63785224330,2,4061534.193,594667.8468,54.50872041,3.048369767,2.590168914,0.283049866,329.5,0.108759595,0.03,0.130899694
63785224332,1,4061881.04,594440.0991,54.03752826,2.649247282,3.820875988,0.328966832,285.09375,1.646170168,0.03,0.130899694
63785224349,2,4061525.962,594654.9608,55.06350193,2.665135553,2.123133885,0.253965942,340.1953125,0.27543111,0.03,0.130899694
63785224369,2,4061517.465,594640.6398,55.14834857,2.918753115,2.685394899,0.297605722,337.796875,0.349280311,0.03,0.130899694
